"mileage","price","year","color","condition","state","soundSystem"
10820,97991,2014,"White","Used","CA","unsp"
39,114720,2014,"White","New","NJ","Premium"
54690,34388,2009,"Gray","Used","TX","Harman Kardon"
83379,25995,2008,"Gray","Used","TX","Premium"
88239,22500,2007,"Black","Used","FL","Premium"
46559,35900,2008,"Silver","Used","HI","unsp"
35004,38471,2008,"Black","Used","TN","Harman Kardon"
103683,25995,2007,"Silver","Used","TX","Premium"
28618,49987,2010,"White","Used","CA","Premium"
10753,58991,2012,"Black","CPO","GA","Premium"
109,103845,2013,"Silver","New","CA","unsp"
12171,51900,2012,"White","Used","AZ","Harman Kardon"
30810,54991,2012,"White","CPO","TX","Harman Kardon"
102043,23995,2007,"Black","Used","VA","Premium"
40688,39995,2010,"Black","Used","PA","unsp"
31668,45998,2011,"Black","Used","TX","Harman Kardon"
36609,60678,2011,"Black","CPO","PA","Premium"
5572,68992,2013,"Black","CPO","NJ","Premium"
42319,52991,2012,"Black","CPO","NJ","Premium"
25,125575,2014,"Black","New","HI","Premium"
2724,108995,2014,"Silver","Used","FL","unsp"
13,107765,2014,"Silver","New","TX","unsp"
7,107025,2014,"Black","New","CA","unsp"
76495,27900,2007,"Silver","Used","SC","Premium"
47713,39998,2009,"White","Used","TX","Harman Kardon"
64451,29991,2008,"Black","Used","CA","unsp"
106114,24995,2007,"White","Used","NY","unsp"
77683,27200,2007,"Black","Used","TX","Harman Kardon"
34462,46981,2011,"Silver","CPO","CA","unsp"
81200,38888,2011,"Black","Used","TX","Premium"
108168,20950,2007,"Silver","Used","KS","unsp"
36300,40995,2009,"Black","Used","NY","unsp"
59999,39995,2011,"Blue","Used","MD","unsp"
29266,46986,2011,"Black","Used","MD","unsp"
36055,53844,2012,"Black","CPO","NC","Premium"
17,110705,2014,"Silver","New","FL","unsp"
10,116065,2014,"Silver","New","NJ","Premium"
41344,34987,2007,"White","Used","GA","Harman Kardon"
101000,21950,2007,"Black","Used","MI","Premium"
51064,44888,2011,"White","Used","CA","unsp"
25162,59988,2011,"Black","Used","CA","unsp"
28723,62986,2013,"Silver","CPO","GA","Premium"
21918,76991,2013,"Gray","CPO","CA","Harman Kardon"
74220,34955,2009,"White","Used","NJ","Harman Kardon"
56861,36500,2009,"White","Used","NJ","Harman Kardon"
73986,27899,2009,"Gray","Used","NJ","Premium"
44755,38990,2008,"White","Used","FL","Harman Kardon"
39113,50650,2013,"Black","Used","MD","Harman Kardon"
23232,59995,2012,"White","CPO","NC","Harman Kardon"
27508,54295,2012,"White","CPO","NJ","Premium"
7,104900,2014,"unsp","New","FL","Premium"
3874,99850,2014,"Black","Used","TX","unsp"
12,113530,2014,"White","New","NJ","Premium"
62480,29998,2007,"Black","Used","TX","unsp"
85941,23995,2007,"Black","Used","FL","unsp"
77125,32950,2009,"Blue","Used","TX","unsp"
196000,16990,2007,"Gray","Used","CT","Premium"
12648,63992,2012,"Silver","CPO","CA","Premium"
20857,77500,2013,"Black","Used","CA","unsp"
31329,58991,2012,"Silver","CPO","CA","unsp"
106378,22990,2007,"Gray","Used","MA","Premium"
75575,27995,2008,"Black","Used","GA","Harman Kardon"
75269,30691,2007,"White","Used","UT","Premium"
38909,51992,2010,"Black","CPO","OH","unsp"
34905,41999,2011,"Black","Used","FL","Harman Kardon"
19575,69988,2012,"Black","CPO","NH","Harman Kardon"
23397,66995,2012,"unsp","Used","CT","unsp"
20192,57895,2012,"Black","CPO","NY","unsp"
8,114031,2014,"White","New","NC","unsp"
9,111535,2014,"Silver","New","IL","unsp"
68074,30900,2008,"Silver","Used","FL","Harman Kardon"
46987,55900,2011,"Black","CPO","AL","unsp"
27139,67998,2012,"Silver","CPO","IL","Premium"
30071,69800,2013,"Silver","Used","MS","unsp"
20040,69995,2013,"Silver","Used","VA","unsp"
27163,54900,2011,"White","CPO","VA","unsp"
51888,44775,2010,"unsp","Used","IL","Harman Kardon"
45661,52998,2011,"Gray","CPO","MA","unsp"
51546,53399,2011,"unsp","Used","OH","Harman Kardon"
25435,46998,2010,"Gray","Used","MA","Harman Kardon"
28649,57991,2012,"White","CPO","NJ","Harman Kardon"
18772,61900,2013,"White","CPO","DE","Harman Kardon"
21892,60960,2012,"Black","CPO","MD","Premium"
8005,84994,2013,"Gray","CPO","NY","unsp"
5,110650,2014,"unsp","New","FL","unsp"
12,115825,2014,"Black","New","FL","unsp"
10,118035,2014,"White","New","FL","unsp"
39,119305,2014,"Silver","New","CO","unsp"
1,121715,2014,"Blue","New","NY","unsp"
43030,36991,2008,"Black","Used","CA","Harman Kardon"
112265,22491,2008,"Silver","Used","FL","Premium"
79009,29885,2007,"Silver","Used","CA","unsp"
116100,29999,2007,"Silver","Used","GA","unsp"
99276,22988,2007,"Silver","Used","IL","unsp"
55000,31950,2007,"Black","Used","MD","unsp"
67500,28995,2007,"Black","Used","SC","unsp"
21455,52981,2011,"White","CPO","CA","Premium"
47313,40888,2010,"Black","CPO","TX","Harman Kardon"
26177,68994,2013,"Gray","CPO","CA","Harman Kardon"
76073,25933,2007,"White","Used","CO","Premium"
40513,38864,2007,"Gray","Used","MI","unsp"
75321,34900,2008,"Black","Used","NJ","unsp"
78091,31990,2008,"Black","Used","CT","Premium"
56092,31999,2008,"White","Used","NY","Premium"
31515,45994,2010,"White","Used","IL","Harman Kardon"
28580,65000,2011,"Bronze","Used","TX","unsp"
68379,41991,2010,"White","Used","GA","Harman Kardon"
15652,59899,2012,"Black","CPO","NJ","Harman Kardon"
17234,66475,2012,"Silver","Used","NY","unsp"
15571,63559,2013,"Black","CPO","MD","Premium"
18141,89000,2014,"Silver","CPO","MD","unsp"
10,101325,2014,"Black","New","PA","Premium"
1139,126959,2014,"Black","Used","MD","unsp"
133362,24995,2007,"Black","Used","CA","Harman Kardon"
89054,22995,2007,"Gray","Used","PA","Premium"
85110,33980,2010,"Black","Used","CA","Premium"
37840,48991,2010,"Blue","CPO","KY","Premium"
29453,68471,2013,"White","CPO","TN","Premium"
64570,29851,2009,"Black","Used","SC","Premium"
137086,23991,2009,"Silver","Used","CA","unsp"
57495,36998,2008,"Silver","Used","PA","Premium"
45144,42900,2011,"Black","Used","FL","unsp"
28724,44999,2010,"Black","Used","VA","unsp"
31803,56993,2012,"Black","CPO","NJ","Premium"
51980,39999,2012,"Blue","Used","GA","Harman Kardon"
24837,58800,2013,"Black","Used","IL","unsp"
59,107135,2013,"Silver","New","NJ","Premium"
29832,52994,2012,"Silver","CPO","MA","Premium"
5046,99000,2014,"Black","CPO","NY","unsp"
3708,89998,2014,"Silver","Used","VA","unsp"
11,108075,2014,"Black","New","PA","Premium"
10,108640,2014,"Blue","New","NY","Premium"
28758,32981,2007,"Black","Used","CA","unsp"
156500,29500,2007,"Silver","Used","GA","unsp"
82500,38500,2008,"White","Used","TX","unsp"
74942,26995,2008,"Green","Used","FL","unsp"
71273,25999,2007,"Gray","Used","MD","Premium"
43036,42988,2010,"White","Used","FL","Premium"
24095,68989,2013,"White","CPO","SC","Harman Kardon"
23200,59995,2013,"Silver","Used","CA","Harman Kardon"
49567,31988,2008,"Black","Used","FL","unsp"
33983,34995,2007,"Silver","Used","NY","Harman Kardon"
84575,23790,2008,"Black","Used","NJ","Premium"
42603,38995,2011,"Black","Used","NY","Harman Kardon"
30410,48900,2010,"Black","CPO","IL","unsp"
60774,39988,2010,"Black","CPO","NH","Harman Kardon"
4711,72500,2013,"Black","CPO","OH","unsp"
10,113625,2014,"Black","New","FL","unsp"
1,109165,2014,"Black","New","FL","unsp"
5288,89986,2014,"Silver","CPO","CA","unsp"
15,116325,2014,"Black","New","CA","unsp"
80185,26895,2007,"Silver","Used","CA","Premium"
74674,24996,2007,"Black","Used","MS","Premium"
87363,28997,2008,"Gray","Used","MD","Premium"
46129,44495,2010,"Black","Used","CA","unsp"
43288,47995,2011,"Silver","Used","AL","unsp"
25164,50792,2011,"Black","CPO","CA","Harman Kardon"
21,105645,2013,"Silver","New","TX","unsp"
31008,61780,2012,"Black","CPO","NC","unsp"
84617,27998,2007,"Gray","Used","VA","Premium"
20575,34995,2008,"Black","Used","NY","unsp"
54063,34877,2009,"Blue","Used","IL","Harman Kardon"
81287,27480,2007,"White","Used","NY","Premium"
30894,38000,2010,"Silver","CPO","NY","unsp"
19306,55995,2012,"Silver","Used","TX","Harman Kardon"
13960,69891,2013,"Black","CPO","NJ","Premium"
24977,56900,2012,"Black","Used","PA","Premium"
20621,57482,2012,"Black","CPO","PA","unsp"
16,118935,2014,"unsp","New","FL","unsp"
15,104515,2014,"Silver","CPO","KS","Premium"
49,99981,2014,"Black","Used","NC","unsp"
14137,89995,2014,"Black","Used","MI","Premium"
10,110225,2014,"Silver","New","MA","unsp"
30,118615,2014,"Black","New","UT","unsp"
89150,28980,2008,"Black","Used","NC","Harman Kardon"
18616,38999,2007,"Silver","Used","TX","unsp"
13489,61999,2011,"Black","CPO","TN","Harman Kardon"
36957,48500,2011,"Black","Used","TN","Harman Kardon"
9811,59950,2013,"White","Used","VA","Harman Kardon"
84045,32990,2008,"White","Used","NY","Premium"
56495,35999,2010,"Silver","Used","GA","Premium"
36118,42975,2010,"White","CPO","RI","unsp"
45223,37587,2010,"Silver","Used","MI","Harman Kardon"
34316,54891,2010,"White","Used","NC","unsp"
30623,55991,2012,"Silver","CPO","OH","Premium"
22015,61524,2012,"Black","CPO","NC","unsp"
7348,103850,2014,"Black","Used","TX","unsp"
10,140085,2014,"Silver","New","MD","unsp"
99,102855,2014,"Black","New","NJ","Premium"
5,111400,2014,"Black","New","IL","unsp"
10,107070,2014,"White","New","NJ","Premium"
53874,35991,2007,"Black","Used","CA","Harman Kardon"
109503,25900,2008,"White","Used","FL","Premium"
20165,35891,2008,"Black","Used","FL","unsp"
52389,37774,2009,"White","Used","FL","Harman Kardon"
90521,23980,2007,"Beige","Used","IL","Premium"
74231,29888,2009,"Silver","Used","CA","Premium"
95500,23995,2008,"Gray","Used","CT","Premium"
81770,24970,2007,"Black","Used","GA","unsp"
7959,49471,2010,"Silver","CPO","TN","Harman Kardon"
14964,60995,2012,"Black","Used","TX","Premium"
31038,58991,2012,"Silver","CPO","CA","Harman Kardon"
37030,56991,2012,"White","CPO","CA","Harman Kardon"
75912,22991,2008,"Black","Used","PA","unsp"
54051,36990,2009,"Gray","Used","MD","unsp"
64927,37900,2009,"White","Used","NY","Premium"
26100,39000,2011,"White","Used","AZ","Harman Kardon"
33625,49800,2010,"White","Used","AL","Premium"
62320,47995,2013,"Gray","Used","NY","unsp"
21065,72998,2013,"Black","CPO","IL","Premium"
49590,49900,2012,"Silver","CPO","NC","Premium"
15,100390,2014,"White","New","FL","unsp"
6,112960,2014,"Blue","New","CA","unsp"
13,109885,2014,"unsp","New","FL","Premium"
11,115775,2014,"Black","CPO","CA","Premium"
5,119285,2014,"Black","New","MO","unsp"
45,109215,2014,"Black","New","NJ","Premium"
12,109015,2014,"Black","New","MA","unsp"
60290,28495,2007,"White","Used","CA","unsp"
99382,25950,2007,"Black","Used","AZ","Premium"
93660,21692,2007,"White","Used","FL","unsp"
22639,54991,2011,"Silver","Used","FL","unsp"
23940,68789,2011,"Gray","CPO","TX","Harman Kardon"
14504,54999,2012,"Black","Used","TX","Harman Kardon"
28303,49990,2013,"Black","Used","GA","unsp"
84998,29999,2008,"Black","Used","TX","unsp"
107061,27945,2007,"Blue","Used","NC","unsp"
102325,35994,2007,"Black","Used","NJ","Premium"
75779,35500,2009,"White","Used","VA","Premium"
52105,36995,2009,"Blue","Used","NY","unsp"
22096,46500,2011,"Black","Used","MA","unsp"
39350,55650,2011,"Silver","CPO","KS","Premium"
49943,43698,2011,"Black","Used","MA","unsp"
7351,64900,2013,"Black","CPO","NY","unsp"
7232,67995,2012,"Black","Used","VA","unsp"
3343,87864,2014,"Black","New","NC","unsp"
6,112610,2014,"Black","New","CA","unsp"
12,104165,2014,"Silver","New","FL","Premium"
15,104965,2014,"Silver","New","VA","Premium"
91489,23999,2007,"Black","Used","FL","Premium"
33144,30747,2007,"Silver","Used","TX","unsp"
34953,47888,2009,"Black","CPO","WA","unsp"
67711,37988,2009,"White","Used","CA","Premium"
40625,48777,2011,"White","Used","CA","Premium"
53526,36998,2010,"Silver","Used","NC","unsp"
48543,47888,2010,"White","Used","CA","unsp"
18547,65800,2013,"White","CPO","MS","unsp"
7499,77000,2013,"Black","CPO","HI","Harman Kardon"
25881,65990,2012,"Blue","CPO","AR","Premium"
20666,67500,2012,"Red","CPO","AZ","unsp"
15641,46967,2009,"Black","CPO","NY","Harman Kardon"
22419,54777,2012,"Silver","CPO","NY","unsp"
18210,52800,2012,"Black","Used","IL","Premium"
12574,69999,2013,"Black","Used","GA","Harman Kardon"
21137,64146,2012,"Silver","CPO","VA","unsp"
11,106475,2014,"Black","New","CA","Premium"
6,102920,2014,"White","New","CA","unsp"
12,110800,2014,"White","New","CA","unsp"
103,109000,2014,"Silver","Used","TX","unsp"
175,126305,2014,"Black","New","FL","Premium"
21,107880,2014,"White","New","NY","unsp"
61158,35885,2009,"White","Used","CA","Harman Kardon"
79455,23577,2007,"unsp","Used","IL","unsp"
72415,31944,2007,"White","Used","CA","Harman Kardon"
42790,34888,2008,"Black","Used","CA","Harman Kardon"
71032,24995,2007,"Black","Used","VA","unsp"
74609,29999,2008,"Black","Used","CA","Harman Kardon"
33281,41991,2009,"Black","Used","CA","Harman Kardon"
51907,39900,2010,"White","Used","CA","unsp"
19375,61418,2013,"White","CPO","NC","Premium"
14486,65981,2012,"White","CPO","CA","unsp"
50129,35994,2008,"Black","Used","NY","unsp"
21274,64972,2011,"White","CPO","NJ","unsp"
19058,66488,2012,"unsp","Used","AL","Premium"
20315,69981,2013,"Black","CPO","PA","Premium"
50126,45999,2013,"Silver","Used","FL","Harman Kardon"
5,101195,2014,"Silver","New","CA","Premium"
6,132480,2014,"White","New","CA","unsp"
11,123665,2014,"Black","New","MO","unsp"
7,112280,2014,"White","New","MN","Premium"
8,105395,2014,"Black","New","WI","unsp"
63000,32500,2008,"Black","Used","AZ","Premium"
101404,22990,2007,"Silver","Used","AL","unsp"
46630,28497,2007,"Red","Used","IL","Harman Kardon"
87206,30350,2008,"Black","Used","CA","Premium"
58867,38988,2010,"Silver","Used","CA","unsp"
36691,55995,2011,"Black","CPO","TX","Premium"
55808,41991,2010,"White","Used","CA","Harman Kardon"
16978,62980,2013,"Black","CPO","NC","Premium"
10400,59995,2013,"Black","Used","CA","Harman Kardon"
35123,57971,2012,"Silver","CPO","CA","unsp"
34674,54813,2012,"White","CPO","NC","Premium"
95000,22499,2007,"Blue","Used","NY","unsp"
93607,23977,2007,"Gray","Used","VA","Premium"
112389,24900,2007,"White","Used","MI","unsp"
37772,40990,2011,"Black","Used","GA","unsp"
36634,53000,2011,"Silver","Used","NC","Premium"
39242,44900,2010,"Black","Used","FL","Harman Kardon"
35779,54993,2013,"Black","CPO","OH","Premium"
39909,59991,2012,"Black","Used","TX","unsp"
111985,22977,2007,"Black","Used","CA","unsp"
86451,27991,2008,"Black","Used","TX","unsp"
48829,39900,2009,"White","Used","CA","unsp"
98642,29995,2007,"White","Used","OH","unsp"
51472,28495,2008,"Blue","Used","TX","unsp"
76598,38995,2009,"Black","Used","CT","unsp"
27691,56991,2012,"Black","Used","IL","Premium"
14,111690,2014,"Blue","New","CA","Premium"
8,105235,2014,"Silver","New","NJ","unsp"
74190,34000,2008,"Black","Used","FL","Premium"
63804,27995,2007,"Beige","Used","GA","Bose"
65932,32999,2007,"White","Used","IL","Harman Kardon"
21929,61485,2012,"Black","CPO","CA","unsp"
17206,57900,2012,"Gray","Used","FL","Bang Olufsen"
105698,27985,2008,"Silver","Used","VA","Premium"
36374,55799,2011,"Silver","CPO","OH","Premium"
25390,55900,2012,"White","Used","MD","Harman Kardon"
47993,42998,2012,"Silver","Used","NY","Premium"
17,107930,2014,"White","New","NJ","Premium"
22,123785,2014,"Silver","New","NJ","Premium"
113130,15900,2007,"Silver","Used","NJ","Harman Kardon"
80463,23900,2007,"Black","Used","MD","Harman Kardon"
53777,37995,2011,"Gray","Used","FL","unsp"
22165,55877,2012,"Black","CPO","SC","Harman Kardon"
22446,59910,2012,"White","Used","CA","unsp"
21297,59990,2013,"White","Used","GA","unsp"
105830,23495,2008,"Silver","Used","NC","Premium"
92525,24950,2008,"White","Used","NY","unsp"
64489,41964,2010,"White","Used","NY","unsp"
49398,43495,2011,"Gray","Used","NJ","unsp"
9130,68994,2013,"Black","CPO","TX","unsp"
34287,48998,2012,"Black","CPO","MA","unsp"
32,119040,2014,"Blue","New","FL","unsp"
5,111675,2014,"Black","New","TX","unsp"
2123,130595,2014,"Silver","New","CA","Premium"
1,124785,2014,"Black","New","MO","unsp"
9,105745,2014,"Gray","New","PA","Premium"
8,106415,2014,"Silver","New","NY","unsp"
4,111875,2014,"Black","New","IA","unsp"
9550,94998,2014,"Black","Used","IL","Premium"
80064,21888,2007,"Black","Used","FL","Premium"
24309,55991,2011,"Black","Used","FL","unsp"
12590,68987,2013,"White","CPO","NC","Harman Kardon"
49136,39900,2009,"White","Used","NY","Harman Kardon"
51066,37998,2008,"Silver","Used","MA","Harman Kardon"
46715,44900,2011,"Black","Used","MD","Harman Kardon"
17119,49991,2011,"Black","Used","GA","Harman Kardon"
15768,54991,2010,"Black","CPO","NJ","Premium"
17492,61900,2013,"White","Used","NY","Premium"
30455,69431,2012,"Black","Used","VA","Harman Kardon"
40790,47997,2012,"Black","Used","NJ","unsp"
8,101591,2014,"Silver","New","NC","unsp"
13,111935,2014,"Black","New","GA","unsp"
10,108415,2014,"Black","New","FL","unsp"
13,100425,2014,"Black","New","CA","unsp"
25,92900,2014,"Blue","New","FL","unsp"
20,101775,2014,"Black","New","CA","Premium"
5,107775,2014,"Black","New","IL","unsp"
10,118425,2014,"Silver","New","NY","Premium"
82702,24577,2007,"Black","Used","FL","unsp"
122053,21995,2007,"Black","Used","TX","unsp"
54909,31995,2007,"White","Used","CA","unsp"
21797,68764,2011,"Gray","CPO","LA","Premium"
53106,39995,2010,"Silver","Used","TX","Harman Kardon"
22717,71681,2013,"Silver","CPO","FL","Premium"
27169,47950,2012,"Black","Used","NC","Harman Kardon"
41651,30995,2008,"Blue","Used","IL","unsp"
96159,23999,2007,"Silver","Used","UT","Harman Kardon"
34019,34310,2008,"Black","Used","PA","unsp"
61880,27949,2007,"Silver","Used","UT","unsp"
32462,38900,2011,"Gray","Used","NY","Premium"
26267,37999,2011,"Silver","Used","FL","Premium"
36644,37999,2011,"Brown","CPO","FL","Premium"
12509,62995,2012,"White","CPO","VA","unsp"
33018,51994,2012,"Black","Used","IL","Premium"
13180,64999,2012,"White","Used","VA","unsp"
31848,53450,2013,"White","Used","TX","Harman Kardon"
5,104925,2014,"Black","New","CA","unsp"
7,105770,2014,"White","New","FL","unsp"
5,104920,2014,"White","New","WA","unsp"
45415,34892,2007,"Silver","Used","CA","Harman Kardon"
94033,25977,2007,"Black","Used","NC","Premium"
16292,50974,2011,"Red","CPO","TN","Harman Kardon"
8959,54999,2013,"Gray","Used","FL","Premium"
56155,35955,2009,"Black","Used","IL","Harman Kardon"
33988,38807,2009,"Black","Used","OH","Premium"
99263,28998,2007,"Black","Used","NC","Harman Kardon"
49922,33888,2008,"Silver","Used","TX","Harman Kardon"
35196,38999,2010,"Black","Used","GA","Premium"
67972,36498,2010,"Black","Used","MI","Premium"
44234,48749,2010,"Black","CPO","VA","Harman Kardon"
23900,60500,2013,"Black","Used","NY","Harman Kardon"
26312,62954,2012,"unsp","Used","WI","Harman Kardon"
14104,86995,2014,"Silver","Used","NC","unsp"
10,107975,2014,"Blue","New","NJ","Premium"
18,110665,2014,"Blue","New","NJ","Premium"
56722,34954,2009,"Black","CPO","CA","unsp"
63751,29900,2007,"White","Used","TX","Premium"
61600,39996,2010,"Silver","CPO","TN","unsp"
26802,49981,2011,"Black","Used","FL","Harman Kardon"
13448,73888,2013,"Silver","CPO","TX","Harman Kardon"
4377,71800,2012,"unsp","CPO","MS","unsp"
23878,59991,2012,"Black","CPO","CA","Harman Kardon"
2509,82900,2013,"White","Used","TN","unsp"
23874,57981,2012,"Black","CPO","CA","unsp"
28298,64991,2012,"Black","CPO","FL","Premium"
26872,33994,2009,"White","CPO","MI","Harman Kardon"
132235,25999,2007,"White","Used","MN","unsp"
71917,27875,2007,"Gray","Used","MD","unsp"
70652,32798,2008,"Silver","Used","OH","Premium"
70607,28966,2007,"White","Used","VA","Premium"
39879,48888,2010,"Silver","CPO","WA","unsp"
50899,55991,2011,"Black","CPO","OH","unsp"
34087,55450,2012,"White","Used","TX","Harman Kardon"
26701,62991,2013,"Black","CPO","OH","Premium"
5,102375,2014,"Blue","New","CA","unsp"
25,113900,2014,"Blue","New","CA","unsp"
10,106585,2014,"Blue","New","PA","Premium"
134234,16695,2007,"Black","Used","TX","unsp"
55565,27895,2007,"Gray","Used","CT","unsp"
104958,25777,2008,"unsp","Used","GA","Harman Kardon"
105715,20992,2007,"Gray","Used","FL","Harman Kardon"
66306,24995,2007,"Black","Used","GA","Harman Kardon"
95208,20977,2007,"Gray","Used","FL","Harman Kardon"
53813,34950,2009,"Black","Used","CA","Premium"
88527,26500,2008,"Black","Used","AL","unsp"
40000,39995,2007,"Black","Used","MI","Premium"
35563,46900,2010,"Silver","Used","FL","Harman Kardon"
108455,23962,2007,"Gray","Used","MO","Harman Kardon"
71581,29900,2008,"Black","Used","NJ","Premium"
20866,45995,2012,"Black","Used","NY","unsp"
35154,59800,2013,"Gray","CPO","NY","unsp"
7,100390,2014,"White","New","CA","unsp"
4606,99999,2014,"Black","Used","AL","unsp"
19,119810,2014,"White","New","CA","Premium"
5,108025,2014,"Black","New","CA","Premium"
12,104965,2014,"Black","New","MO","unsp"
68287,21994,2007,"Gray","Used","TX","Harman Kardon"
59189,38000,2008,"Black","Used","CA","Premium"
47975,29850,2007,"Black","Used","MN","Harman Kardon"
98563,29950,2007,"White","Used","FL","Premium"
92525,28995,2008,"Black","Used","TX","unsp"
62214,46900,2011,"Red","Used","AL","Bang Olufsen"
44964,53994,2011,"Silver","Used","GA","Bang Olufsen"
7924,77000,2013,"Black","Used","FL","Harman Kardon"
47686,55500,2013,"White","Used","TX","Premium"
78365,28995,2007,"Silver","Used","IA","Premium"
66152,33995,2007,"Gray","Used","CT","unsp"
38857,51988,2010,"Black","CPO","NH","Premium"
26490,39995,2012,"Gray","Used","NY","Premium"
28041,75900,2013,"Black","CPO","NY","Harman Kardon"
9,104665,2014,"Black","New","FL","unsp"
6,100845,2014,"Black","New","CA","unsp"
12,109915,2014,"Silver","New","MA","unsp"
10,105395,2014,"Silver","New","PA","Premium"
21,135945,2014,"Black","New","KS","Premium"
79879,27900,2007,"Gray","Used","FL","Harman Kardon"
70190,33988,2008,"Black","Used","CA","unsp"
27261,27000,2007,"Black","Used","FL","Harman Kardon"
64132,35990,2010,"Silver","Used","CA","unsp"
44625,33995,2011,"Black","Used","CA","unsp"
73217,34256,2011,"Silver","Used","FL","unsp"
11168,78888,2013,"White","CPO","WA","unsp"
93549,24999,2007,"Black","Used","MA","Premium"
73894,25989,2008,"Silver","Used","PA","unsp"
101327,24995,2007,"Black","Used","MI","Harman Kardon"
34923,48795,2011,"Black","CPO","VA","Harman Kardon"
48190,42986,2011,"Black","Used","MD","Premium"
34251,42994,2010,"Black","Used","CO","unsp"
31750,48975,2011,"Black","Used","MD","Harman Kardon"
12234,69990,2013,"Black","CPO","GA","Harman Kardon"
26555,65996,2013,"Silver","CPO","NJ","Premium"
37700,55980,2012,"Silver","Used","KY","Premium"
22,112265,2014,"Black","New","NJ","Premium"
12,104975,2014,"Black","New","TX","unsp"
21,104165,2014,"Black","New","FL","unsp"
10,124370,2014,"White","New","CA","unsp"
12,104355,2014,"Silver","New","CA","unsp"
1,117100,2014,"Black","New","FL","Premium"
11,129395,2014,"Red","New","NY","unsp"
19962,67991,2012,"Black","CPO","GA","Harman Kardon"
18518,54987,2012,"Black","CPO","PA","Premium"
9380,64994,2013,"Blue","Used","CA","unsp"
13354,73991,2013,"Silver","CPO","CA","Harman Kardon"
63471,34965,2009,"Black","Used","MO","Harman Kardon"
83317,24995,2008,"Gray","Used","NY","unsp"
27201,44991,2011,"Black","Used","GA","Harman Kardon"
47754,37900,2011,"Black","Used","NJ","Premium"
23496,60990,2012,"Silver","Used","MN","Harman Kardon"
23074,56900,2012,"Silver","CPO","MO","unsp"
33178,42900,2012,"Black","Used","NJ","Harman Kardon"
5,107075,2014,"Silver","New","CA","Premium"
6,112785,2014,"Black","New","MN","Premium"
85499,24544,2007,"Silver","Used","NC","Premium"
82684,26800,2007,"White","Used","MA","unsp"
59515,29300,2007,"Gray","Used","VA","unsp"
52826,39950,2011,"White","Used","TX","Harman Kardon"
15591,39999,2010,"Black","Used","FL","Harman Kardon"
22565,58981,2012,"Black","Used","CA","Harman Kardon"
109153,20890,2007,"Gray","Used","MO","Premium"
94633,26100,2008,"Black","Used","NJ","unsp"
61400,45900,2010,"Silver","Used","NY","Premium"
67,101895,2013,"Silver","New","NY","Harman Kardon"
27583,62998,2012,"Black","CPO","NY","unsp"
11,114230,2014,"Silver","New","FL","Premium"
5822,102995,2014,"Silver","Used","MI","Premium"
6,109915,2014,"Black","New","NY","unsp"
12,121875,2014,"Black","New","NJ","Premium"
45,110265,2014,"Silver","New","NJ","Premium"
92116,23794,2009,"White","Used","NJ","Harman Kardon"
49227,36890,2007,"Gray","Used","FL","unsp"
35584,42999,2010,"Black","Used","TX","Harman Kardon"
28022,47998,2010,"Gray","Used","FL","unsp"
59411,44888,2010,"Silver","CPO","CA","Harman Kardon"
67838,24990,2007,"Silver","Used","NY","Harman Kardon"
34880,44900,2011,"Black","Used","CA","Premium"
26845,59900,2012,"Black","CPO","NC","Premium"
16650,48995,2012,"Black","Used","NY","unsp"
11684,64991,2012,"Black","Used","NJ","Premium"
31812,54996,2013,"White","Used","TX","unsp"
27601,55817,2013,"Black","Used","FL","Harman Kardon"
12871,62995,2012,"Black","Used","MA","unsp"
2976,72900,2012,"Black","Used","NY","unsp"
12,100845,2014,"Silver","New","CA","unsp"
10,101577,2014,"White","New","PA","Premium"
14,107775,2014,"Blue","New","TX","unsp"
68872,33999,2008,"Gray","Used","NV","unsp"
112000,20999,2007,"Black","Used","NV","unsp"
50351,29999,2008,"Silver","Used","GA","Premium"
85000,32900,2007,"Black","Used","CA","unsp"
75629,30995,2009,"White","Used","CA","Premium"
65014,39990,2010,"White","Used","CA","unsp"
21878,61995,2011,"White","CPO","CA","Premium"
48187,45000,2011,"Black","Used","AZ","unsp"
18511,60882,2013,"White","Used","FL","unsp"
16168,63492,2013,"Black","Used","FL","unsp"
45670,36890,2009,"Black","Used","NJ","Premium"
93573,25900,2007,"Silver","Used","IL","unsp"
47631,92350,2009,"Black","Used","NJ","Premium"
38633,39587,2009,"Black","Used","IL","Harman Kardon"
21334,46995,2010,"Black","Used","CA","unsp"
63277,37850,2010,"Black","Used","TX","Harman Kardon"
27811,69991,2012,"Black","CPO","OH","Premium"
28819,63992,2012,"Black","CPO","GA","Premium"
15092,52995,2013,"Black","Used","TX","Harman Kardon"
10,110575,2014,"Black","New","MD","unsp"
10,104960,2014,"White","New","FL","unsp"
8,114365,2014,"Silver","New","NH","unsp"
52,114225,2014,"White","New","NC","unsp"
84196,30000,2008,"Silver","Used","GA","Harman Kardon"
30085,34210,2007,"Blue","Used","TN","unsp"
45003,47981,2011,"Gray","CPO","CA","unsp"
35884,46995,2012,"Black","Used","TX","Premium"
14944,57981,2012,"White","Used","CA","Harman Kardon"
11668,67890,2013,"Black","Used","FL","Harman Kardon"
39781,34994,2008,"Silver","Used","NJ","Premium"
58226,39991,2010,"Silver","Used","IL","Premium"
53736,39499,2011,"Silver","Used","MN","unsp"
